Name,Ticker,"Sub-Sector","Market Cap","1W Change in On Balance Volume","RSI – 14D","% Price above 1M EMA","Beta","Relative Volume","Volatility","% From Upper Bollinger Band","ADX Rating – Trend Strength","1W Change in AD Line","Stochastic %K","William %R"
Transrail Lighting Ltd,TRANSRAILL,"Power Infrastructure","6660.44140025","-2.2602208038963822","2.69587194608251","-8.355129828874864",,"0.9840827711790784","43.507998744307386","-22.506181065487","55.0404174624387","-1.788679973893259","6.603773584905688","-93.3962264150943"
India Glycols Ltd,INDIAGLYCO,"Commodity Chemicals","6657.0982998","-0.5673044734161864","45.1307951307951","-2.9835931415164385","1.73964984999281","1.4568873862758995","41.74146494724074","-13.7774059678413","36.5049575237126","-0.8608154322693076","13.41579448144626","-86.58420551855373"
Max Estates Ltd,MAXESTATES,"Real Estate","6637.5976156","0.6509792363675438","52.9495718363463","1.9630559014781834",,"0.7642286803908895","38.113916489940266","-2.7467219900686","14.4198182648413","1.8854717317525442","62.61682242990653","-37.383177570093466"
Raajmarg Infra Investment Trust,RIIT,"Real Estate","6631.2","-37.2168510577947","49.6503496503495","-0.05511405605419517",,,"10.828533735328293","-0.5984280475782","67.1452367066745","10.498845475965032","42.35294117647045","-57.64705882352955"
Kalpataru Ltd,KALPATARU,"Real Estate","6586.159066105","-11.432188449115241","46.6089466089466","-4.44342506411547",,"2.4190546889384072","38.36862811195949","-16.322319918129","35.8649706767594","-2.5592358192004094","2.334419109663446","-97.66558089033656"
Latent View Analytics Ltd,LATENTVIEW,"IT Services & Consulting","6579.1797391","4.953007371719022","61.2713936430318","4.649372282266184","1.3364406900082","0.8329988641069884","43.23502850590418","-1.0667752081356","23.75910868274","8.357831218270158","63.96538158929972","-36.03461841070028"
Pricol Ltd,PRICOLLTD,"Auto Parts","6560.88103734","3.9586332627120933","38.1434773620012","-7.10072114733955","0.808148395730384","3.257968040873624","37.74903779327914","-15.556275472675901","23.3048973626473","-53.68006605860695","6.153165117308487","-93.84683488269151"
AJAX Engineering Ltd,AJAXENGG,"Construction & Engineering","6513.751158","3.500823348971085","61.568","7.429783213474095",,"0.919023246191046","35.83628878905763","0.9619642580101","40.2160818271598","16.135102849098654","83.29749103942655","-16.702508960573446"
KRN Heat Exchanger and Refrigeration Ltd,KRN,"Electrical Components & Equipments","6500.337228","-0.4198569352142122","30.5528215223097","-10.04874585542076",,"0.33157245580501626","49.364995397057505","-25.1552627770071","46.7537982059424","-6.04858951396662","15.969162995594713","-84.03083700440529"
Galaxy Surfactants Ltd,GALAXYSURF,"Specialty Chemicals","6473.328620159999","-0.604085749160262","31.6831683168317","-0.6037032632853045","1.08689558770652","0.6879160335546165","27.843736697092652","-5.7024472730498","29.0625330136674","0.7908176597464958","35.10638297872337","-64.89361702127663"
Archean Chemical Industries Ltd,ACI,"Commodity Chemicals","6438.3552471","-0.9116229848679656","21.7354675652907","-9.74032444816002","0.316457355270919","1.2400443927887934","32.31363358882437","-20.794651529732498","39.2679803133842","-0.3327662819826202","8.683905827865692","-91.31609417213431"
Citius Transnet Investment Trust,CITIUSINVT,"Roads","6398.9","13.966875132030001","36.6733466933869",,,,"7.019971509913698",,,"7.9479703134255","32.36714975845418","-67.63285024154581"
Sheela Foam Ltd,SFL,"Home Furnishing","6396.58411755","30.312344943588837","66.4889750424037","4.960634169971012","0.76124042246438","3.0739629344069743","36.343090668434165","-4.241277304292","28.0568194273253","-13.89986691536179","54.870572207084464","-45.12942779291553"
Newgen Software Technologies Ltd,NEWGEN,"Software Services","6356.41269027","0.9397202683946559","40.7038305823731","-4.649621735236487","1.41747568737374","0.38360530489033606","48.8856253969145","-12.0543889277774","21.1213924806315","-10.407516363906625","2.276707530647973","-97.72329246935203"
Aarti Pharmalabs Ltd,AARTIPHARM,"Labs & Life Sciences Services","6352.841901325","-0.30465575433852904","48.50277927201","-2.349824497697184","1.0189539485077","0.7413315045193044","40.255745416298666","-11.987540204321","25.5587054601673","-5.176816147351674","10.791650256006333","-89.20834974399367"
Sunflag Iron and Steel Co Ltd,SUNFLAG,"Iron & Steel","6310.38397172","-0.2900495497309019","62.8327338129496","2.725309192213876","1.13850386797803","2.2380687529694487","43.210144761407236","-18.6945164406749","46.1413960401873","-187.6064077865457","45.36458698856059","-54.63541301143942"
Garware Technical Fibres Ltd,GARFIBRES,"Textiles","6305.3664744","0.8643001090256248","57.1747448979592","0.2893880859395459","0.518086420107535","1.552869467634261","33.838048519018386","-4.2546905228411","21.2263467539111","2.935387364503681","36.3841807909605","-63.61581920903949"
Ethos Ltd,ETHOSLTD,"Precious Metals, Jewellery & Watches","6304.91520159","0.2627768381786427","39.2263759086189","-0.8316274952035241","1.34057355144296","1.139690396364216","35.54538656032883","-12.748320094760901","27.8379630912937","0.49939417280715503","52.84994183792173","-47.150058162078274"
SJS Enterprises Ltd,SJS,"Auto Parts","6291.84662256","0.0000924824348585742","70.0929752066116","5.081653995769009","0.674560712154466","1.4875865146348644","37.94406944896073","-7.4882037559642995","28.4833898141778","3.247368111082274","79.4018919743668","-20.5981080256332"
Interise Trust,INTERISE,"Roads","6266.1528877",,"50",,,"1","0","5.2631578947368",,,"62.5","-37.5"
Hindustan Foods Ltd,HNDFDS,"FMCG - Foods","6239.33761164","-1.917212237224327","66.0569105691057","1.253634109192081","0.809917582945716","1.1473538857351018","25.07881566815662","-5.4479751670272","21.2699739480645","0.3097407930776523","55.48433048433051","-44.51566951566949"
Shakti Pumps (India) Ltd,SHAKTIPUMP,"Industrial Machinery","6224.1933546","-0.4312211969376316","34.3205092720731","-5.23292064826637","0.654811493423984","1.0086557719523153","48.07155176910889","-15.563871710226701","30.6282837544152","-3.313276175585625","14.506437768240325","-85.49356223175968"
Alok Industries Ltd,ALOKINDS,"Textiles","6201.5852608489995","-0.39585752981661876","27.027027027027","-7.986683089375768","1.05604148503864","1.0211948341143724","36.792175145335975","-14.6910171641122","30.0389876877955","-3.323005173858657","8.21917808219177","-91.78082191780823"
Kwality Wall's (India) Ltd,KWIL,"FMCG - Foods","6191.17297537","-69.93536343709707","46.2987886944819","-3.099029307120482",,"0.8708791515010567","49.955680357693055","-11.8202234057584","32.8949978221183","-136.8006588746085","5.836575875486394","-94.16342412451361"
Dodla Dairy Ltd,DODLA,"FMCG - Foods","6182.39386632","-1.0020495622679793","30.2653399668325","-4.206342646265626","0.965658715983223","0.6724477026462129","32.800607886615914","-11.8297066529753","48.712402503946","-0.3282153900919993","25.761932144910826","-74.23806785508917"
CSB Bank Ltd,CSBBANK,"Private Banks","6166.442002995","1.1477712998263578","37.6779359430605","-1.2109236084576258","0.725209787842811","1.093793431898083","44.734597160839165","-10.4281664984693","17.3384298102797","2.7182271522974375","32.67123287671236","-67.32876712328763"
Nephrocare Health Services Ltd,NEPHROPLUS,"Hospitals & Diagnostic Centres","6161.92343097","6.399836134108114","72.2793719545209","5.780290907585561",,"2.807198251053305","44.507751646658015","-4.8124568171067","35.1298688275619","70.7889944251417","65.23560209424087","-34.76439790575913"
Paras Defence and Space Technologies Ltd,PARAS,"Aerospace & Defense Equipments","6139.54573605","-2.1331632566180256","40.5934943884345","-2.2488882537886834","1.74067629290094","0.9749864622936179","43.436745337023844","-12.5127015421118","46.4359602910168","-8.632568439064377","24.46107784431139","-75.53892215568861"
Valor Estate Ltd,DBREALTY,"Real Estate","6114.551416753","-1.08918592381477","55.8344459279039","-4.734777558325343","0.834653283653955","1.3956515145673452","52.212440881751405","-22.3001722357519","25.5458402582182","-70.63900872144326","25.10002105706464","-74.89997894293535"
Shrem InvIT,SHREMINVIT,"Roads","6108.4416","-0.8319467554076538","28.5714285714286","-0.4599869473232543",,"0.8372093023255814","32.0511897279302","-4.3489519424481005","42.8667402567921",,"0","-100"
Moil Ltd,MOIL,"Mining - Manganese","6080.138104680001","0.09286807169937196","30.958904109589","-3.0644924868470924","0.784339942915086","0.4596950790375955","40.28219994183543","-10.5798659012663","27.70150923017","-0.4418777881410701","16.815476190476282","-83.18452380952372"
Prism Johnson Ltd,PRSMJOHNSN,"Cement","6063.433362680001","0.14626767610853222","22.4556489262372","-5.75363158131691","0.992637213238838","0.5052995556850542","36.551455648025744","-12.745724248207699","36.6405733404384","-3.055718142909884","2.9754204398447186","-97.02457956015527"
Ashapura Minechem Ltd,ASHAPURMIN,"Metals - Diversified","6059.698026630001","-0.11626805250277925","46.1913467397928","0.3826332906099239","1.33451710355855","0.8491844123165484","53.47247096295901","-6.496866848513901","39.7619549469919","-156.90404966777572","14.549045424621543","-85.45095457537846"
Indo Count Industries Ltd,ICIL,"Textiles","6050.560087","0.03882626891013175","68.2381352372953","6.888858856658953","1.06640353875387","0.9424297452123575","57.90478028284523","-1.9719150453117","39.8582823434556","0.7303999822504449","78.83064516129033","-21.169354838709666"
Greenlam Industries Ltd,GREENLAM,"Building Products - Laminates","6019.699733286","10.88627032679564","55.121359223301","4.197215714910429","0.995603351062903","2.832977131146149","37.037470128889574","-0.5812189697474001","28.3685804469188","7.933916589414741","80.80156950672648","-19.19843049327352"
Nippon India ETF Nifty 50 BeES,NIFTYBEES,"Equity","5977.95422673","15.02282905027513","38.3164673413064","-0.6373235352755469","0.986793937766629","0.7821228633039033","13.635055454704315","-3.3991526523049003","24.0667969640412","0.7933186728205613","33.33333333333361","-66.66666666666639"
Sun Pharma Advanced Research Co Ltd,SPARC,"Pharmaceuticals","5960.812528384","8.638855920930082","71.4512582457855","14.967487257082922","1.66216994805059","2.8176123757689724","53.863473136193555","-1.0291873343025","31.4184975476062","14.584644047180973","88.58104096576295","-11.41895903423705"
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","5940.07533","7.778739716911681","76.3168238993711","24.217516544123253","1.80842214551183","3.075048847068622","48.42207405164571","0.9126493523714","47.1140676639383","34.09829554847947","97.94520547945204","-2.0547945205479525"
F D C Ltd,FDC,"Pharmaceuticals","5919.77465424","-0.029717990283556386","50.3937007874016","-0.5703569196696789","0.948240764371886","0.9640531923183157","25.581951925293207","-4.3875900248493","37.6435752764106","0.34222427889404783","27.840909090909133","-72.15909090909088"
Technocraft Industries (India) Ltd,TIIL,"Industrial Machinery","5916.6933660800005","1.0081101106016168","59.6472847913393","4.5264281223328595","1.05835269784144","1.0917266252276585","41.53699002169556","-0.13057462624660002","30.1281088819899","6.868406502172732","81.10723964382495","-18.89276035617505"
Ganesh Housing Ltd,GANESHHOU,"Real Estate","5874.20355505","0.26531612638455476","55.764579414136","4.427926921945602","1.47027983625688","0.8968840756435464","34.33783086497989","-2.2802599873718","37.5149865844413","0.9006727288689858","65.86280814576642","-34.13719185423357"
Kovai Medical Center and Hospital Ltd,KOVAI,"Hospitals & Diagnostic Centres","5845.3563604","-1.0548545215821925","32.4782301718051","-2.531322875480868",,"0.8245007037561827","22.85367197149389","-9.3483602545005","57.3949103140307","-3.765737582775312","8.180147058823529","-91.81985294117648"
Supriya Lifescience Ltd,SUPRIYA,"Pharmaceuticals","5837.01507","0.6130782229508354","59.5003518648839","5.826013719581136","1.40677973103231","0.9992525869656997","33.99919277367016","-1.0577676703503","34.4459243973065","4.327063149191356","84.70335954253032","-15.296640457469676"
DCB Bank Ltd,DCBBANK,"Private Banks","5835.081625901999","-0.16461540303677052","40.0845308537616","-0.5480981525288975","1.20115616200294","1.0264067737810956","38.53169516460527","-8.1624889582584","25.2689346793611","0.8437968705946159","46.926873037236355","-53.07312696276365"
Sapphire Foods India Ltd,SAPPHIRE,"Restaurants & Cafes","5818.637495025","8.435646353714223","28.1957995700348","0.5476902923962967","1.36628271416143","0.6556973184553705","42.875118127213085","-10.6313610689295","19.7673594257993","44.091737385390324","26.292501164415512","-73.70749883558449"
PTC India Ltd,PTC,"Power Trading & Consultancy","5811.235357872","-1.3378091522497746","45.2345309381237","-3.001843253636083","1.17802646933163","1.1553623120699645","32.100608662186254","-14.5129730047851","42.4218885924078","0.9433193511497335","20.541058175724174","-79.45894182427583"
Kotak Gold Etf,GOLD1,"Gold","5792.8366456","-2.124413146101064","71.2953876349362","2.804860922550767","-0.048431081090708","0.6821665848957508","30.87676909793443","-1.6520454729927","24.1477693727938","5.811752489003893","72.14895267649338","-27.851047323506616"
Saatvik Green Energy Ltd,SAATVIKGL,"Renewable Energy Equipment & Services","5774.38033172","0.4600019758286568","40.0616332819722","0.06044476982016711",,"0.5126190653308345","46.75761580186785","-7.7353320099558","43.9075737205096","-1.6865663357181166","36.69724770642204","-63.30275229357797"
Suprajit Engineering Ltd,SUPRAJIT,"Auto Parts","5746.099347830001","0.12772698198309293","49.761620977354","-0.32452189819877075","0.517184625470929","0.8655441065255811","33.462782376402146","-4.2566323911462","13.0312914769464","0.13290729779521362","21.56368221941982","-78.43631778058018"
Arvind Fashions Ltd,ARVINDFASN,"Textiles","5734.467303044999","-0.055354489399809796","44.40329218107","-2.647633250852266","1.14979599345855","2.4902000158224915","37.690163001727306","-9.450795738512","27.1859925134161","4.092319630271059","16.307106598984795","-83.6928934010152"
Piccadily Agro Industries Ltd,PICCADIL,"Alcoholic Beverages","5699.404592559999","-0.4854652654225711","37.1695178849145","-3.064369212234508",,"0.6029347912694885","41.59893942922376","-12.4792356947313","39.8038987357991","0.1807269183313925","11.407407407407474","-88.59259259259252"
Fiem Industries Ltd,FIEMIND,"Auto Parts","5661.8852592","-0.13704156163563164","43.9200926462073","-1.763185133355849","1.31862636702645","1.0411495927077767","37.25712975366986","-6.0578534228662","23.6148342601934","-1.1952326548526195","29.061224489795844","-70.93877551020415"
Fedbank Financial Services Ltd,FEDFINA,"Diversified Financials","5646.65832171","0.7047495837581428","53.3589251439539","1.2244342822227194",,"1.2859271184256644","41.99995122265633","-3.1624919379391","29.3808357244846","2.5087718051182235","46.96485623003189","-53.03514376996811"
Happiest Minds Technologies Ltd,HAPPSTMNDS,"IT Services & Consulting","5622.05033544","0.8640898064811001","51.7052375152253","0.8834651567663387","0.785003339182905","0.3025212297075007","37.17703799398553","-4.7044987691703","25.3318220180438","0.6457616729313155","46.98046181172288","-53.01953818827712"
MAS Financial Services Ltd,MASFIN,"Diversified Financials","5619.61108569","-1.3558125395381528","38.1405563689605","-4.3927342838967265","0.770758013804242","0.7137332346273119","29.42899287689232","-12.707487041213799","31.6117281963435","-0.18803731348197844","7.000946073793732","-92.99905392620627"
Sigma Advanced Systems Ltd,SIGMAADV,"Aerospace & Defense Equipments","5588.56104555","-0.05726948162640731","64.3977310643977","11.314963094713537","2.45217455846836","1.203897270133811","54.46620906607279","-11.056198168325599","68.7810846418056","7.719287458072756","53.676470588235325","-46.32352941176467"
SIS Ltd,SIS,"Business Support Services","5581.1590175","1.2337244142292823","60.0499821492324","6.120927494092809","0.731743620685112","0.5039966414654673","29.806382881152434","-6.651328213376099","52.456599019546","0.5966918010166675","64.32311144353027","-35.676888556469734"
ICICI Prudential Gold ETF,GOLDIETF,"Gold","5580.947736","-2.935625145577769","70.8765315739867","2.717893384390835","-0.089863929759706","0.8588879489674287","30.94675448093428","-1.6757905101728001","17.3840609407807","0.28496441166701314","68.09927360774812","-31.900726392251887"
HDFC Gold ETF,HDFCGOLD,"Gold","5567.2504544","1.6207458223367766","73.3367715317173","2.8374042255934873","-0.059390948003301","0.7515632984237138","31.13333686600378","-1.5392479264648","21.1420059256757","11.465382851864462","73.1352334748332","-26.864766525166793"
Ceigall India Ltd,CEIGALL,"Construction & Engineering","5559.748138815","-1.621529317289468","41.9148936170213","-4.717697835149082",,"2.287932359059073","30.68081542207739","-14.3756256758475","59.4553605904422","-8.396546994459044","4.7450424929178014","-95.2549575070822"
Senco Gold Ltd,SENCO,"Precious Metals, Jewellery & Watches","5549.21504163","0.5082723467879277","57.344537815126","2.47285554834642",,"1.0054437476993952","39.13143973792096","-5.0224311763789","20.7708544899155","20.915576515295804","54.742345033607144","-45.257654966392856"
Balu Forge Industries Ltd,BALUFORGE,"Construction & Engineering","5498.3376985","-1.5815479494123164","54.4578908372437","-4.569549624917446",,"0.6854579268029445","49.7097356397892","-17.0258368146466","26.0637905485831","-0.8505055149583731","17.361702127659605","-82.63829787234039"
Mrs. Bectors Food Specialities Ltd,BECTORFOOD,"FMCG - Foods","5481.9310549150005","-3.8376161079262485","27.092404450895","-6.066127899276452","0.860718898831673","0.8479624564521888","35.593709216602385","-15.2061025832472","33.7544986798145","-0.3910918675193262","4.913588614029106","-95.08641138597089"
Hindustan Construction Company Ltd,HCC,"Construction & Engineering","5474.68824958","-2.3463151052740483","40.8163265306123","-1.3683151467636656","1.41680043471467","1.0798667871938825","47.194686666315974","-14.059245140186698","51.0874569582454","-3.5800331987235667","10.501193317422386","-89.49880668257761"
Indus Infra Trust,INDUSINVIT,"Power Infrastructure","5465.8623857","-0.5396059802358558","35.5288157061432","-1.6556286883478766",,"0.9994887706379945","14.90638712804811","-6.277038886747199","34.877638122776","-0.5647226814348385","19.614417435037737","-80.38558256496226"
Entero Healthcare Solutions Ltd,ENTERO,"Pharmaceuticals","5459.31726539","9.991613051024489","59.484566976326","3.2428004335182337",,"1.2092336322438186","38.276762688538234","-1.9053982541541998","25.7051007234801","21.206052883416806","79.98633879781426","-20.013661202185748"
SML Mahindra Ltd,SMLMAH,"Trucks & Buses","5418.1842624","0.1857210501910439","48.3607262714052","-0.6526244006729298","0.511208371836848","0.665129220476633","57.01943059747939","-6.1708792540393995","34.1246960411527","10.838462346474548","62.42544731610338","-37.57455268389662"
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","5363.720861819999","0.0008966252696998487","40.3788903924222","-1.9784289437405844","1.14675923052817","0.6717193675481733","31.810900689944543","-7.4634042810393","37.5455993514732","-1.6553258919687186","5.815602836879517","-94.18439716312048"
Midwest Gold Ltd,MIDWEST,"Mining - Diversified","5355.5711186","1.612324570306415","43.8229508196721","-3.1908961020974846","0.539344266631318","0.5720784333040634","49.57673080440922","-8.154088767845","34.6056194766228","6.972560966557581","43.9724318222328","-56.02756817776721"
Epigral Ltd,EPIGRAL,"Commodity Chemicals","5351.2515655199995","0.10589527612286619","55.8060022793466","1.3513559262538832","1.71221654800162","0.54078661992496","38.46640289817959","-9.6534389439041","39.3062190059028","1.1539395110230544","32.085106382978765","-67.91489361702124"
Ahluwalia Contracts (India) Ltd,AHLUCONT,"Construction & Engineering","5291.6823022","-0.16264705001789648","2.84926470588238","-3.537409507310607","1.28941510082035","0.46910117478128033","37.71363703376084","-14.4318820363224","47.1121840567873","0.2490966485308964","17.11095100864554","-82.88904899135446"
NDR InvIT Trust,NDRINVIT,"Logistics","5274.5","5.714285714285714","56.3291139240506","1.2020353535112882",,"1.4098101265822784","28.687147064605934","-0.4972933781336","24.5541111497781","119.48051948051948","100","0"
Gujarat Alkalies And Chemicals Ltd,GUJALKALI,"Commodity Chemicals","5267.2636608","0.1719850528679231","46.8332762752482","1.256480136132776","1.20451166893653","0.03926926719830131","38.20819316552388","-12.0215934838032","56.4997977173019","0.7785080726433271","31.643356643356647","-68.35664335664336"
Surya Roshni Ltd,SURYAROSNI,"Iron & Steel","5246.62763456","-0.3261868682426871","49.7267137326349","-1.3280095341481335","1.59589125766791","1.0990385482073433","39.64159230241077","-12.1802401216561","28.6588970949374","2.9234206204629793","18.645731108930317","-81.35426889106968"
Puravankara Ltd,PURVA,"Real Estate","5246.462503378","3.625817015963769","53.409825468649","2.6406686749919306","1.44478192297967","1.1397847162339807","47.899926572603164","-2.7398566310205","37.5204847829528","-105.65769282935022","33.72630605640314","-66.27369394359687"
Skipper Ltd,SKIPPER,"Power Infrastructure","5240.440784525","0.7661077659310382","42.2117817130466","2.3546535096630627","0.8652526956531","1.1916821938201325","39.092941364345165","-7.0997785533221","40.119394937515","0.6950346904570188","49.748322147650946","-50.251677852349054"
Dhenu Buildcon Infra Ltd,DHENUBUILD,"Commodities Trading","5215.80399426","2.564475378143033","52.1531100478469","3.256245437110561","-0.618410688597476","1.2159257185545302","26.440742183649476","-7.3463390192963","39.2709783659711",,"100","0"
ICRA Ltd,ICRA,"Stock Exchanges & Ratings","5215.564215","0.39200930479993523","48.6111111111111","0.6745038226743105","0.58699996961997","0.6928124844249267","20.28544995085487","-1.7237711339714","26.2263341504707","-0.05296419629100444","59.72222222222222","-40.27777777777778"
Dhanuka Agritech Ltd,DHANUKA,"Fertilizers & Agro Chemicals","5187.61352592","16.842874254142355","66.5446941975954","6.6263557480993995","0.925371675888149","3.252136819417702","34.53314417057807","0.337156227761","36.5489934920407","5.405172193478862","55.23831452912733","-44.76168547087267"
Aeroflex Industries Ltd,AEROFLEX,"Iron & Steel","5174.79468264","1.1881261991345484","67.0221623121754","12.381070567185848",,"2.020831856038452","53.73236225387727","-10.3617233743575","36.8880674581735","66.951206985905","59.099153567110044","-40.900846432889956"
CARE Ratings Ltd,CARERATING,"Stock Exchanges & Ratings","5169.05701926","0.9335662414262236","53.0243519245876","3.341459803533775","0.341333203862905","1.907737432531962","32.96738289685181","-3.7997362276651","26.4318219366865","-0.9207559510613774","56.84981684981687","-43.15018315018314"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","5167.973168844001","-0.3922713878505192","27.023945267959","-6.790148495531179","0.377302792036894","0.9098810300738946","32.213244064082616","-22.0606564142348","37.1600859539637","-0.6630639805555899","17.421124828532232","-82.57887517146777"
Rain Industries Ltd,RAIN,"Commodity Chemicals","5140.7073578360005","-0.5270903263794794","66.4230171073095","6.353275475681386","1.36068509560558","2.5092430681872933","47.16898187576948","-9.1563189834557","40.857043540266","-7.471927050371768","62.910259352765664","-37.08974064723433"
Energy Infrastructure Trust,ENERGYINF,"Oil & Gas - Storage & Transportation","5092.88","-0.1565966331723868","46.7018469656992","-0.9167086803481328","0.176270281986101","0.5526135705637731","22.57472524598858","-1.2221376124859","25.7265055208692","3.638657465700664","3.9823008849558943","-96.01769911504411"
Sharda Motor Industries Ltd,SHARDAMOTR,"Auto Parts","5076.56609448","1.9745055609038418","55.7905686546463","1.644028200015235","1.11743654303281","0.852396230442078","40.45920161492781","-2.8123255456074","20.6791655166272","2.978675941404816","49.682741116751195","-50.317258883248805"
Smartworks Coworking Spaces Ltd,SMARTWORKS,"Real Estate","5060.09603566","-2.830757742241101","51.3828238719069","1.5938732002387601",,"0.7084203763784029","36.62224495954495","-5.147313409464","29.3760419327434","-24.838096123920998","40.2755267423015","-59.7244732576985"
Omnitech Engineering Ltd,OMNI,"Industrial Machinery","5051.756917","-3.3506031638379445","55.6497561420302","3.834070770868947",,,"80.09613364576346","-9.4095894205193","42.9525683258474","-10.765494333177461","47.11323288079966","-52.88676711920034"
CMS Info Systems Ltd,CMSINFO,"Software Services","5037.085566895","-0.09545082766888603","66.6253101736973","2.2818497498163115","1.18885237187996","1.3780419134295876","26.093445748505086","-2.929080649688","31.6625281352952","-0.03345113128494557","61.83098591549293","-38.169014084507076"
Innova Captab Ltd,INNOVACAP,"Pharmaceuticals","5036.93825058","0.3524975638689997","80.1429706115965","6.623720981815073",,"1.0327937970148928","34.21350984601482","-8.0138560538018","30.7946560831566","-0.5634009893575342","81.26394052044613","-18.736059479553884"
V-mart Retail Ltd,VMART,"Retail - Department Stores","5034.874482485","-0.20106093827239663","48.8165680473373","-0.13053408858544335","1.64869345341364","0.21820445441029612","38.9218855707014","-5.491916061849899","29.3093887750243","-0.1288316116735573","28.526048284625098","-71.47395171537491"
Mastek Ltd,MASTEK,"IT Services & Consulting","5019.95662926","0.24672089763566515","40.3298749667465","-0.6005327739926569","1.17002368244216","0.7480335229916071","36.343316146328306","-9.2299474976433","29.443780230972","1.5080684033445646","53.99038461538459","-46.0096153846154"
Lumax Industries Ltd,LUMAXIND,"Auto Parts","5014.1234448","0.18442006314512394","58.5430463576159","1.3589462463895696","0.646808834193033","1.0433805448857043","52.93690472528463","-4.7681929413569","21.9010076331028","1.5289351724096067","49.333333333333336","-50.66666666666667"
CE Info Systems Ltd,MAPMYINDIA,"Software Services","4993.93450192","-3.9899092701154264","48.0661119856083","-5.375825609438523","0.970397221183272","3.1217701732300256","36.62698677546024","-12.9657844760919","24.1671182877771","-21.27325815909","3.132041460117189","-96.86795853988282"
Gokaldas Exports Ltd,GOKEX,"Apparel & Accessories","4992.86501192","-0.2632831721327467","42.5745412844037","-1.440323817061595","0.749541400355363","0.6960456109350128","58.633123165613576","-8.3076741508339","26.5894079239644","2.053419405432628","25.091863517060343","-74.90813648293965"
Senores Pharmaceuticals Ltd,SENORES,"Pharmaceuticals","4990.82733156","9.261546659242175","69.0687830687831","12.634983747985107",,"2.6657896672328274","40.1216282973666","-0.8691479801997001","51.1441309315629","36.5793883375262","65.06233233391194","-34.93766766608805"
TVS Supply Chain Solutions Ltd,TVSSCS,"Logistics","4987.540205235","-0.14792211401516966","47.4171164225135","-0.8182719972516628",,"0.6504520013743265","37.89694532807737","-7.6426942418976","44.8151681479002","-0.2470726466845456","21.891891891891877","-78.10810810810813"
Keystone Realtors Ltd,RUSTOMJEE,"Real Estate","4985.1037108400005","-1.3162763399693806","47.8880675818374","-2.3826035700597714","0.868787502157303","1.060598769350909","32.37057897929438","-7.9766394946695005","19.3600888247018","-0.8130697844925063","11.451758340847551","-88.54824165915245"
Bansal Wire Industries Ltd,BANSALWIRE,"Iron & Steel","4964.38923792","0.9880445250235861","54.8286341381057","4.757059083203075",,"1.2529121358491069","34.83320689068523","-2.5523949253675","35.1677085844271","5.397843751511973","74.26545086119557","-25.734549138804425"
Symphony Ltd,SYMPHONY,"Home Electronics & Appliances","4938.503731","-0.26126614241504786","18.2452193475816","-7.519319653519108","0.910590279463879","0.672350912075797","30.41255097856695","-18.4075091642137","33.5904381906006","-2.0662406176090515","2.053180747223127","-97.94681925277688"
LG Balakrishnan & Bros Ltd,LGBBROSLTD,"Industrial Machinery","4928.01612032","-0.2911970957113231","17.8409662808253","-6.964074604281256","0.830038399133101","0.8596191138046565","38.435447490947006","-16.334396706273598","23.6930982577886","-0.3684454103008151","8.98603521554345","-91.01396478445655"
Pilani Investment And Industries Corporation Ltd,PILANIINVS,"Asset Management","4913.643105","0.26988593237014663","27.9275707110759","-3.2893281925866047","1.1586091254992","0.8303770980688877","29.916699516985396","-10.989355871585001","38.6441413296248","0.48723045178787566","24.517952127659598","-75.4820478723404"
Network18 Media & Investments Ltd,NETWORK18,"Movies & TV Serials","4900.476057204","-0.2777870834983077","28.9875173370319","-4.208158451930455","1.14421878309494","0.8148445184356913","40.11994325163048","-13.216684111125298","36.6647907327344","1.506949498232975","16.84665226781859","-83.15334773218142"
RattanIndia Power Ltd,RTNPOWER,"Power Generation","4886.7963326","-0.8094538110887092","18.75","-3.9095639741148935","1.14419958735843","0.7649679156358625","44.504477788017894","-14.2936467736726","36.6548896441096","-0.10494467211535517","11.724137931034468","-88.27586206896552"
GNG Electronics Ltd,EBGNG,"Electronic Equipments","4860.8810272949995","6.323440524762885","54.9610565526583","1.8916312379056333",,"1.5261715346319753","49.39230337502538","-7.966596444091099","29.2458963926461","0.7658825893919984","20.799457994579974","-79.20054200542003"
Kaveri Seed Company Ltd,KSCL,"Seeds","4844.544081135","0.03244760005814875","55.8882737795672","0.813488966151299","0.565872506436135","0.5969707260286194","35.53616381386178","-5.4089008853982","40.6392475851589","-0.04006792130312768","33.46491228070174","-66.53508771929828"
Midwest Ltd,MIDWESTLTD,"Building Products - Granite","4842.29487056","0.8394811205000448","62.5310859353412","1.8884269958696853",,"1.106919731151707","60.177487484939086","-3.9489428935051003","14.3280555768382","10.21665664240689","56.277056277056246","-43.72294372294375"
Man Infraconstruction Ltd,MANINFRA,"Construction & Engineering","4836.7320629099995","-0.33075982324920594","51.295045045045","1.10259263246828","1.91398802078015","1.8372297326390667","38.12424237148305","-13.022036191494099","43.7205402236838","-11.716564933387534","18.382352941176467","-81.61764705882352"
