Name,Ticker,"Sub-Sector","Market Cap","1Y Forward Revenue Growth","1Y Hist Op. Cash Flow Growth","1Y Historical EPS Growth","1Y Forward EBITDA Growth","1Y Fwd Op. Cash Flow Growth","1Y Historical Revenue Growth","5Y Historical EBITDA Growth","5Y Hist Op. Cash Flow Growth","3Y Historical Dividend Growth","5Y Historical Revenue Growth","5Y Historical EPS Growth","1Y Historical EBITDA Growth","1Y Forward EPS Growth"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","217272.13880196","-30.72097093643948","-40.27735466099027","4.845837157126688","-30.381000000000004",,"9.267204047040135","32.59556452346564",,"15.551407133250738","22.547596198403674","20.926188366327935","5.339858062312019","6.0236442109213755"
Wipro Ltd,WIPRO,"IT Services & Consulting","206682.456642816","2.8760383492500297","-3.8532255867798613","0.34806630045534254","-0.777","-20.552049757116265","3.791057422863764","4.7983657728585705","10.97861402480904","180.20393306553868","8.450660406147348","5.488157022315621","-1.0031645281022867","8.730158730158728"
Grasim Industries Ltd,GRASIM,"Cement","201515.67663226998","-74.15875425550749","-60.174656438415475","32.27338586227141","-90.498","-122.16369866400233","17.683500082404933","13.568547145275556",,"0.1331559495668655","17.819010315932672","2.354850286739407","25.398256566586706","-78.28165551154213"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","194929.574638932","13.536160856648086","-51.22834729117042","213.5361375660789","-36.732","-47.53766704084171","3.4416323641319524","13.539530903847519","37.16662459922959","-25.309920890713922","16.512954828443995","14.238912278547012","95.10975476940222","-67.41687929342491"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","187891.5140298","11.616154636202252","6.880503583791435","18.183737016056778","14.973","22.886852091059723","15.591296927855169","19.50817484203764","18.627679339780336","49.380158218572156","16.497340949169526","20.86730795437215","14.80625587556619","17.20606632138442"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","187011.23867321998","32.086143837422526","-12.276722709332436","2.284667266232718",,,"-2.24601789823049","9.166771441336707","5.769798182293151","2.5985568006018145","6.658774776369714","11.098715029573869","-2.8634718245183204","18.872037337662334"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","182987.492194","9.386326194398684","31.086439333862014","36.937499999999986","-11.168",,"18.67057673509287","10.532991547759728","6.333997662995761","0","11.704810225191187","9.741453582060222","30.491159135559922","17.266340932534007"
Varun Beverages Ltd,VBL,"Soft Drinks","173850.0218016","17.049471097736063","3.7919611960604547","14.711567294541549","23.439",,"9.48287339807601","35.54829912392869","28.235745990610628","28.923198938929808","23.756082789409906","54.71233265935287","11.48901783547932","15.825158649625067"
BSE Ltd,BSE,"Stock Exchanges & Ratings","171823.18862322","25.44077374858146","-84.3322766374373","85.6543869536959","84.205","-63.979972062223126","57.196705333076636","73.4965882157349","0.8651405433842463","35.72133323117341","49.58184260692027","76.13024462854526","82.8054703880478","38.92097013694111"
Interglobe Aviation Ltd,INDIGO,"Airlines","164889.47876708","1.5916866639238458","13.826728753487675","-11.285830108163694","3.492","-23.590231211625266","18.063713653567536","30.65411223260024","28.20925237442795",,"17.66176160968127",,"14.528102937949289","-83.93134702441309"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","164782.390155","38.395683720332855","75.50088548445602","38.708421223458735","41.812","-16.156210692409033","30.8449657591799","38.68587629157334","50.01257504476704","11.199004528465784","31.473518029269876","43.43182936223049","35.02263420957016","44.18253411726632"
