Name,Ticker,"Sub-Sector","Market Cap","1M Average Volume","1M Return","1Y Return vs Nifty","Daily Volume","Close Price","1M Return vs Nifty","1W Change in Volume","3M Average Volume","1W Return","6M Return vs Nifty","1D Return","% Away From 52W High","6M Return","1Y Return","1W Return vs Nifty","1D Change in Volume","% Away From 52W Low","5Y CAGR","Face value"
Kirloskar Pneumatic Company Ltd,KIRLPNU,"Industrial Machinery","10511.5343058","315996.13636363635","28.042411774014884","38.286714526161084","197079","1618.2","30.939412986827598","70.18617985872437","164654.7068965517","8.364025982722834","57.02161861537731","2.320581726209298","1.408972932888397","47.350209433618645","34.13461538461537","7.3116012199882325","-21.69305652130724","63.43803656196343","309.8083775179395","2"
Edelweiss Financial Services Ltd,EDELWEISS,"Diversified Financials","10506.5013483","5798048.181818182","-6.423874557410221","22.375552118433557","2924572","111","-3.5268733445975067","-15.53272856506217","5325624.25862069","-6.051629284807452","7.451536031652957","1.7975055025678592","17.747747747747745","-2.219873150105705","18.22345297688785","-7.104054047542054","59.87199622154887","24.761155445655845","28.17924932561788","1"
Tilaknagar Industries Ltd,TI,"Alcoholic Beverages","10450.382481","552631","-9.328758310100794","25.09031424452053","306366","422.8","-6.431757097288079","-34.16241167672391","595274.0344827586","-3.843529679326809","-6.381405272723612","-0.7628212651097289","30.014191106906353","-16.052814454482274","20.938215102974823","-4.895954442061411","20.744410418908213","25.459940652819","58.6623182980988","10"
JK Tyre & Industries Ltd,JKTYRE,"Tires & Rubber","10408.692794655","972656.9090909091","-15.32598499061913","7.931920929415797","803646","361.05","-12.428983777806415","26.634605384656595","1368092.9827586208","-6.001041395469931","-10.193200739448752","-2.048290830168207","69.47791164658635","-19.864609921207414","3.7798217878700875","-7.053466158204533","-9.182075222229003","16.093247588424433","23.513816679865187","2"
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,"Private Banks","10408.587287882001","16001670.727272727","-8.008248840006868","24.282260721437986","10669828","53.53","-5.111247627194153","-40.261880015255585","15474390.137931034","-5.674008810572685","8.74599737350399","-1.1084426380934813","27.03157108163645","-0.9254118082546733","20.130161579892278","-6.726433573307287","27.63301769869055","29.549854791868356","12.315600475751287","10"
Finolex Industries Ltd,FINPIPE,"Building Products - Pipes","10356.75790875","318320.45454545453","-3.341219920364702","-7.190726243517546","282128","167.5","-0.4442187075519879","37.626100021463834","579383.7413793104","0.1315160210425627","2.752820684954","0.988785722898822","42.08955223880597","-6.918588496804662","-11.342825385063255","-0.9209087416920395","65.51076798526331","13.528534634675339","1.0152804872403554","2"
Diamond Power Infrastructure Ltd,DIACABS,"Electrical Components & Equipments","10281.2053806","6072355.636363637","30.405721542677615","109.82361505974094","6854883","195.1","33.30272275549033","44.13235676300325","3378499.206896552","13.993572889278404","41.16699454268067","2.5600588760973584","4.971809328549481","31.49558536092201","105.67151591819524","12.941148126543801","193.367596514451","108.70774497218653","364.73240054944876","1"
Railtel Corporation of India Ltd,RAILTEL,"Communication & Networking","10279.657176210001","1627081.9090909092","-3.109686006412963","-11.078812595916247","613119","320.3","-0.21268479360024894","-16.191800145986598","3117711.3448275863","-0.7129572225666495","1.290402316770102","0.9295730266267491","49.53168904152356","-8.38100686498856","-15.230911737461957","-1.7653819853012518","16.27649849988811","30.734693877551035","19.680272962673317","10"
ESAB India Ltd,ESABINDIA,"Industrial Machinery","10230.201092","11488.545454545454","16.233516387421734","33.6482216621022","2231","6646","19.130517600234448","-11.957379636937649","6378.0344827586205","-2.185591287070425","25.925257488503693","1.2569513217033594","10.133915136924475","16.25384830674503","29.496122520556494","-3.2380160498050268","32.6397146254459","41.104033970276","28.844183986017356","10"
SKF India (Industrial) Ltd,SKFINDUS,"Industrial Machinery","10207.45622061","18890.409090909092","-11.990622335890885","-18.570410028302348","7905","2064.7","-9.09362112307817","-86.90292758089369","24739.689655172413","-0.18853330755100509","-13.051099988089394","-1.328554360812434","33.966193635879314","-22.722509169848056","-22.722509169848056","-1.2409580702856073","4.425363276089828","3.540444310716606",,"10"
Ramkrishna Forgings Ltd,RKFORGE,"Rail","10132.21671868","1085564.9545454546","4.91772449459332","-5.50703777044522","252053","557.9","7.8147257074060335","-15.899634640730051","618346.1896551724","-4.795221843003417","12.814319146632021","-1.8559240038701852","23.94694389675569","3.1429099648733594","-9.65913691199093","-5.847646605738019","31.691884887876444","21.24307291100729","34.38761266261654","2"
Swan Defence and Heavy Industries Ltd,SWANDEF,"Shipbuilding","10116.5532645","18923.545454545456","1.1216429699841999","1086.0933806088935","14694","1920.3","4.018644182796914","129.16406737367436","25968.53846153846","0.6393794874482494","86.19390768798655","1.4260814450958643","29.615164297245222","76.52249850622789","1081.9412814673478","-0.4130452752863528","24.36732966567922","1081.9412814673478","267.8788704853109","10"
Vedant Fashions Ltd,MANYAVAR,"Textiles","10084.598640015","308924.2727272727","-5.7775255391600435","-38.4531694749239","460734","415.05","-2.8805243263473295","165.20270075807724","491458.0172413793","-9.119772279395661","-22.796862865101083","-3.9124898715129013","104.77050957715939","-32.468272046859745","-42.60526861646961","-10.172197042130264","594.9545228290873","26.078371810449585",,"1"
Titagarh Rail Systems Ltd,TITAGARH,"Rail","10059.45710076","1723110.4090909092","1.67426665759206","-11.798165289645919","707138","746.95","4.571267870404774","9.154028417729823","1627060.5862068965","-4.046502665553343","-4.095619218148979","0.9937804218496515","30.370172032933908","-13.767028399907641","-15.950264431191627","-5.098927428287945","71.00661402851166","31.3434148056972","70.46092262700343","2"
Swan Corp Ltd,SWANCORP,"Textiles","10057.26418731","1158340.8636363635","-9.772215973003373","-21.24029709145045","661439","320.85","-6.875214760190659","18.706367124546396","1570615.4310344828","-1.2921089063221007","-22.60299715069516","2.2466539196940762","64.15770609318996","-32.27440633245382","-25.39239623299616","-2.3445336690567027","77.92814967249055","8.523592085235943","19.2587026357258","1"
Olectra Greentech Ltd,OLECTRA,"Electrical Components & Equipments","10020.41637296","861856.3636363636","1.3027964484275203","0.8031956501356894","1027944","1220.8","4.199797661240234","88.11929023190443","1205640.1206896552","-3.7982663514578445","-2.133243325104514","0.09839291571007261","40.416120576671055","-11.804652506863176","-3.3489034914100198","-4.850691114192447","155.38473769465452","40.87237479806139","46.83551650353741","4"
SBFC Finance Ltd,SBFC,"Specialized Finance","10018.993535632","1630334.2272727273","-6.279743430581412","-8.683463256222023","453930","90.59","-3.382742217768698","-56.465070779146046","1840177.4137931035","-2.7482555018786927","-7.004455424569517","-0.1983034042084308","35.77657578099127","-16.67586460632818","-12.835562397767731","-3.8006802646132947","-47.56122074123363","13.806532663316595",,"10"
Jayaswal Neco Industries Ltd,JAYNECOIND,"Iron & Steel","10003.223909688","8138942.090909091","7.000415454923136","162.0244395670776","3304263","103.02","9.89741666773585","-43.71495666192211","6175375.310344827","-0.7418826476539264","45.36687809640565","2.1821067248561823","13.570180547466526","35.69546891464699","157.8723404255319","-1.7943074103885286","-52.76260983534562","195.18624641833813","42.7987524520308","10"
Cyient Ltd,CYIENT,"Software Services","9998.80939889","457254.95454545453","-5.556715016174476","-25.699861794743242","198055","905.05","-2.6597138033617616","-32.73936269565542","411320.5172413793","1.2586708435891698","-11.553240483138207","-0.0883148424132106","52.035799127120065","-21.22464966489687","-29.85196093628895","0.20624608085456764","-46.6547256713443","20.625083300013337","1.818843854186003","5"
Karnataka Bank Ltd,KTKBANK,"Private Banks","9976.65481162","3427938.0454545454","7.296835597494508","35.21330740863633","20166345","263.8","10.193836810307221","1113.2161047080353","4084507.6379310344","6.823243571573203","60.293768437211455","6.478304742684162","4.359363153904483","50.62235925545279","31.061208267090624","5.770818808838601","665.9022839950202","55.98391674550616","31.436655764589496","10"
Lloyds Engineering Works Ltd,LLOYDSENGG,"Industrial Machinery","9943.00339584","12016259.727272727","24.039517014270036","38.515951698026086","4484918","67.8","26.93651822708275","-78.21045326583908","8308804.672413793","-2.0938628158844805","30.012197254176115","-0.9351256575102288","24.292035398230084","20.340788072417453","34.363852556480374","-3.1462875786190825","-45.62509191467311","81.28342245989305","113.45564896336744","1"
Marksans Pharma Ltd,MARKSANS,"Pharmaceuticals","9852.686165532","2213560.590909091","22.400495411811065","-4.02426710560355","2026979","217.42","25.29749662462378","91.27893041224952","1245710.8620689656","8.709999999999994","22.283415189942218","0.05522319374136039","24.505565265384966","12.612006008183558","-8.176366247149259","7.657575237265392","-32.15657634505918","40.27096774193548","24.121960297475773","1"
RITES Ltd,RITES,"Business Support Services","9814.890272628","643461.5","-8.050427735254388","-21.707403490510924","581308","204.22","-5.1534265224416735","59.55140679422186","759755.5","-3.697066867867586","-7.852115716266464","-0.4290589956118944","54.73508960924494","-17.523524898025126","-25.859502632056632","-4.749491630602188","-69.03437919658823","16.697142857142854","10.762420189355382","10"
Waaree Renewable Technologies Ltd,WAAREERTL,"Renewable Energy","9794.93949504","475545.4090909091","-17.149161518093553","-3.9086256380821025","150127","938.7","-14.252160305280839","-39.7885558670533","710329.9137931034","-3.1868811881188095","-5.791487071843646","-0.2550207204335328","44.66815809097688","-15.462896253602308","-8.060724779627812","-4.239305950853412","-47.548939113907686","20.423348300192433",,"2"
PVR INOX Ltd,PVRINOX,"Theatres","9781.69821482","459331.9090909091","6.375480563861602","6.811070593673924","106849","996.1","9.272481776674317","-67.27191974883222","389817.1896551724","-1.5614191125605252","0.26713451145398004","-1.7459064904320312","25.45929123581969","-9.404274670304682","2.658971452128215","-2.613843875295127","-18.665600974347264","9.775181838219083","-3.734562893222715","10"
Avalon Technologies Ltd,AVALON,"Electronic Equipments","9777.236909719999","808087.4090909091","32.05879700604202","72.03012275727426","5017988","1464.4","34.95579821885473","1326.342777878843","415169.4655172414","13.748640671120086","54.432184191644","7.938379892385939","2.3627424201037917","44.760775009885336","67.87802361572855","12.696215908385483","889.7939337992359","88.39572880483728",,"2"
Healthcare Global Enterprises Ltd,HCG,"Hospitals & Diagnostic Centres","9735.250146614999","146795.5","17.34905066138756","12.74767619554044","238166","652.05","20.246051874200276","110.74399178848265","182152.89898028906","7.7412425644414915","-2.0330281008321247","0.8038958027363271","22.645070836683125","-11.704437282590787","8.595577053994731","6.6888178017068896","79.8456519769233","27.03097603740503","28.39845962124825","10"
Vesuvius India Ltd,VESUVIUS,"Industrial Machinery","9725.881536","121018.90909090909","-4.293988416217296","-7.491673330105445","39039","479.2","-1.3969872034045818","-57.91170287316048","361227.0862068966","1.0970464135021074","10.470736064383821","0.09399477806788274","34.80801335559265","0.7993268826251602","-11.643772471651154","0.04462165076750524","-30.592397681612916","11.36416453636997","35.794014806083396","1"
Blackbuck Ltd,BLACKBUCK,"Logistics","9662.3370336","1001326.1363636364","-13.351276404860927","13.328956607376565","2275273","531.2","-10.454275192048213","212.93296473565493","775545.8448275862","1.2002286149742938","-8.999646471613445","-0.234763827589445","40.81325301204819","-18.671055653372107","9.176857465830857","0.1478038522396916","28.68463322210282","26.476190476190496",,"1"
Intellect Design Arena Ltd,INTELLECT,"Software Services","9652.022338405","928672.4090909091","0.15968643391159507","-31.327397749088778","281092","689.95","3.056687646724309","-25.245465666719856","631890.0862068966","-5.486301369863008","-27.462987173594406","-1.0256778080619677","81.89723893035725","-37.13439635535307","-35.479496890634486","-6.53872613259761","-65.6998658949832","15.9190188172043","-1.8053350477889252","5"
MMTC Ltd,MMTC,"Commodities Trading","9589.5","3330650.9545454546","-5.749668288367977","8.818110929364964","1738930","63.93","-2.852667075555263","-12.08427306844305","6864382.172413793","0.23518344308560454","9.608879871144312","-1.6915269875442125","37.94775535742219","-0.06252931061434915","4.666011787819255","-0.8172413196489976","-85.43658137999934","27.604790419161663","3.5297695180685595","1"
Genus Power Infrastructures Ltd,GENUSPOWER,"Electronic Equipments","9426.900351925","909987.6363636364","6.278288300644632","2.758165432766239","420176","309.95","9.175289513457345","-27.916775318062665","707540.7857142857","0.0968835782334931","3.140065755268272","0.19395506707611632","36.57333143155655","-6.53134342649039","-1.3939337087794703","-0.955541184501109","-43.02675129525951","49.643141477123166","43.30223563245419","1"
Shilpa Medicare Ltd,SHILPAMED,"Pharmaceuticals","9315.56189608","701950.0454545454","17.619459192492904","39.49151322957458","379251","476.3","20.51646040530562","-24.91893047620179","736570.8793103448","8.274607865423969","43.350892763010414","0.8149010477299233","4.975855553222752","33.67948358125175","35.33941408802887","7.222183102689367","-31.37790274777171","83.54527938342969","12.302079635096685","1"
Voltamp Transformers Ltd,VOLTAMP,"Heavy Electrical Equipments","9283.469312","125510.68181818182","-10.29864607263307","13.755539179768355","32778","9176","-7.401644859820356","-40.39279869067103","76694.4827586207","-1.3333333333333333","20.888911151336263","1.3810628659816595","40.18090671316479","11.2175019695776","9.603440038222647","-2.3857580960679354","-60.20880121396055","37.65376537653766","51.19521820932154","10"
Embassy Developments Ltd,EMBDL,"Real Estate","9222.871827955001","4635786.428571428","38.22916666666666","-31.330203464444185","5189255","66.35","41.12616787947937","-21.711210180512495","2880065.347826087","-7.267645003494064","-9.226036118326913","-2.095322414047516","92.91635267520726","-18.897445300085575","-35.482302605989894","-8.320069766228666","108.5534879851524","68.14495691839836","-6.297246438201132","2"
NCC Ltd,NCC,"Construction & Engineering","9208.625906196","3198685.1818181816","-8.153297012962621","-32.343397914221526","1170595","146.67","-5.256295800149907","-46.272667606034595","3160878.724137931","-9.918928878516157","-8.403773748476503","-1.6099818877037673","65.09852048817075","-18.075182930235165","-36.49549705576724","-10.97135364125076","-50.909947928089856","12.823076923076915","11.97968928779134","2"
SEDEMAC Mechatronics Ltd,SEDEMAC,"Auto Parts","9182.94231","258127.72727272726","24.047008292071833","47.450286723380195","174789","2079.4","26.944009504884548","-37.024319942352726",,"3.3704513819844992","52.969596763593145","1.951363012355373","2.5295758391843837","43.29818758183448","43.29818758183448","2.3180266192498973","-73.89248943609904","47.15165239544265",,"10"
Eureka Forbes Ltd,EUREKAFORB,"Home Electronics & Appliances","9160.87002852","220893.95454545456","-0.8689279731993371","-20.313440105423016","310558","473.45","2.028073239613377","197.56910841757295","229213.56896551725","-3.377551020408166","-7.543138816143067","-3.623409669211198","41.15534903368887","-17.21454799790173","-24.465539246968724","-4.429975783142768","-77.46779512219896","17.42311507936507",,"10"
Transformers and Rectifiers (India) Ltd,TARIL,"Heavy Electrical Equipments","9147.55379115","6049721.2727272725","-5.65015479876161","-36.44823221017439","3174167","304.75","-2.7531535859488963","6.8657101330903005","5231907.327586207","1.2290317223052611","6.988988616534336","2.4714189643577753","89.82772764561116","-2.6824205652243265","-40.6003313517201","0.17660695957065897","54.93619590636567","36.01874581566613","91.12397169973994","1"
G R Infraprojects Ltd,GRINFRA,"Construction & Engineering","9097.42493658","163925.0909090909","6.665154007601111","-21.559026016482093","38806","940.2","9.562155220413825","-68.52538262512876","178754.43103448275","-0.5763231639612892","-3.256910877511565","-0.09032463737313735","53.6268878961923","-12.928320059270227","-25.7111251580278","-1.6287479266958913","-6.888691604482088","19.770700636942685",,"5"
Alkyl Amines Chemicals Ltd,ALKYLAMINE,"Specialty Chemicals","9086.25227832","356353.95454545453","25.192023113240786","5.009323098400657","178107","1776.6","28.0890243260535","103.79541163682133","222812.74137931035","11.127791330455986","9.733363560806813","0.5831398969597438","37.2734436564224","0.06195437904815033","0.857223956854948","10.075366567721384","19.66580890504377","46.58415841584158","-13.024108751056374","2"
TSF Investments Ltd,TSFINV,"Investment Banking & Brokerage","8997.4273686","76229.36363636363","-0.43013395600344106","17.3085237225513","112330","405.1","2.466867256809273","42.26911191043113","102226.58620689655","2.5569620253164613","-14.954137380712268","3.2233405529366888","73.16711922981978","-24.62554656247093","13.156424581005592","1.5045372625818592","150.4738332552902","22.12842930358758","42.642067657180725","5"
KPI Green Energy Ltd,KPIGREEN,"Renewable Energy","8996.719336010001","1705317.5454545454","-2.110371289922136","-6.101392839830392","690038","433.7","0.7866299228905782","-22.936429405839085","1736092.7241379311","-0.6528461802771784","3.0607287338689133","-0.9817351598173542","29.813234955038048","-6.610680447889749","-10.2534919813761","-1.7052709430117807","-42.03231898278203","29.21197676150753",,"5"
Birlasoft Ltd,BSOFT,"IT Services & Consulting","8933.02096448","1180862.8636363635","-18.11427107353318","-20.22977711540448","696599","319.6","-15.217269860720464","-69.88210075026795","1313381.103448276","-2.218142878996481","-8.126944727706356","-0.40511062636333894","48.31038798498122","-17.798353909465018","-24.38187625695019","-3.270567641731083","-75.42769661662955","4.308093994778073","3.4419906691984803","2"
Procter & Gamble Health Ltd,PGHL,"Pharmaceuticals","8893.9488756","14289","6.7905048532078975","5.5429592039924875","8106","5358","9.687506066020612","-28.449112896107334","16336.793103448275","4.597364568081991","0.39270955426120224","0.3276846737196892","25.774542739828288","-9.27869962749746","1.3908600624467784","3.544939805347389","-19.399423287262604","13.830465264499692","-1.6706380851427172","10"
Amagi Media Labs Ltd,AMAGI,"Online Services","8872.060093439999","312563.8181818182","15.863822573809871","21.91232886157443","763371","410.1","18.760823786622584","418.5627237465101","263059.275862069","0.03658982802781659","27.431638901787384","0.8483954260420621","9.924408680809549","17.760229720028722","17.760229720028722","-1.0158349347067857","889.9766567241603","32.20502901353966",,"5"
Bata India Ltd,BATAINDIA,"Footwear","8828.5567226","120270.95454545454","-9.397876409681462","-39.35476819951853","66483","686.9","-6.500875196868748","19.15583833676853","188993.25862068965","-2.1719005910418003","-22.27826389135408","-0.5573651827723521","89.35798515067697","-31.94967307311274","-43.50686734106424","-3.2243253537764023","-68.76386017665853","13.537190082644624","-14.161493454046381","5"
Lemon Tree Hotels Ltd,LEMONTREE,"Hotels, Resorts & Cruise Lines","8800.594482022","8320400.590909091","-2.3374340949033363","-13.99490336250496","1518973","111.14","0.5595671179093777","-45.035781654651394","5895860.620689655","-0.08989572096367703","-17.43078155679572","0.11710656697594402","62.569731869713884","-27.10219073855438","-18.14700250405067","-1.1423204836982792","-57.09112182863432","11.575143057925906","22.554388650370182","10"
Nesco Ltd,NESCO,"Real Estate","8792.6984084","47910.318181818184","3.913731368140561","36.10726462742919","16091","1247.9","6.810732580953275","-58.18238519712051","51901.58620689655","1.290584415584423","8.031935704971403","-0.8501509613856523","31.332638833239844","-1.639473476787259","31.955165485883477","0.23815965284982088","-67.07993207717016","36.883672462019426","18.999167590684294","2"
Axiscades Technologies Ltd,AXISCADES,"Construction & Engineering","8784.77577795","155314.4090909091","8.26039100581791","124.36639627891977","68028","2065.5","11.157392218630624","-27.978402413847864","162085.9655172414","0.9678838539375253","46.197286635655146","1.0271460014673515","7.044299201161941","36.525877453896484","120.21429713737406","-0.08454090879707687","-46.92485936975806","121.97743148844707","101.32539104591203","5"
ASK Automotive Ltd,ASKAUTOLTD,"Auto Parts","8762.98857","227220.13636363635","1.2182625526585502","5.624533795124065","251593","444.5","4.115263765471264","309.6938609347012","217703.3103448276","4.281524926686217","1.8721973999706467","-2.4791575252303666","30.146231721034876","-7.799211781788015","1.472434653578356","3.229100163951615","139.5986895986896","18.43858246735943",,"2"
GMR Power and Urban Infra Ltd,GMRP&UI,"Power Generation","8757.549552677001","2125417.8181818184","2.2990603047167193","-3.506634285119868","1033498","112.13","5.196061517529433","-7.261438899661798","1824421.551724138","6.40539001708104","-5.503717529792894","-2.027086063783318","22.135021849638804","-15.175126711551556","-7.658733426665577","5.352965254346438","-42.103093106921534","25.988764044943814",,"5"
Orkla India Ltd,ORKLAINDIA,"Packaged Foods & Meats","8747.44728165","65123.72727272727","0.8051148472649631","-6.371266654012341","423632","638.55","3.7021160600776772","1095.2487091950456","139558.6724137931","0.0234962406015002","3.755687949992036","2.2989426465876175","19.019653903374834","-5.915721231766626","-10.52336579555805","-1.028928522133102","2368.142624096947","19.74683544303797",,"1"
Cartrade Tech Ltd,CARTRADE,"Online Services","8743.0321447","786591.4090909091","-1.7398330191220013","15.410942761940937","196685","1824.2","1.1571681936907128","-63.63557366622787","533445.4827586206","-4.900427484099676","-31.42642743432142","0.5456649947638258","80.38044074114681","-41.09783661608008","11.258843620395227","-5.952852246834278","-50.417962821980105","22.84175084175084",,"10"
Va Tech Wabag Ltd,WABAG,"Water Management","8684.93395231","329138.5","0.201308505284345","3.980191685059794","119224","1393.7","3.098309718097059","-39.232506103559174","378634.9310344828","2.1849109172226666","8.305521000583859","0.179700977573318","20.542440984429923","-1.3658881811748023","-0.17190745648591532","1.1324861544880644","-38.79262989829917","34.917715392061965","38.0264870817981","2"
Jupiter Life Line Hospitals Ltd,JLHL,"Hospitals & Diagnostic Centres","8642.91302004","75528.54545454546","2.2811918063314782","-2.537219185062912","117098","1318.2","5.178193019144192","21.828604721329214","44842.31034482759","5.20351157222666","-0.7099899616229433","-0.8051772142373426","23.274161735700183","-10.381399143381605","-6.689318326608621","4.151086809492058","-70.80920460579289","11.901528013582352",,"10"
Star Cement Ltd,STARCEMENT,"Cement","8623.997557529","216873.45454545456","-3.035673710520339","-3.675452804542677","113260","213.37","-0.13867249770762502","-47.516705127848674","251865.8275862069","-3.0004091467018204","2.6633464229876944","1.2575930144267302","44.795425786193","-7.008062758770968","-7.827551946088386","-4.052833909436423","-37.33158485909843","8.56866636136977","14.845086951997622","1"
Maharashtra Seamless Ltd,MAHSEAMLES,"Building Products - Pipes","8585.332075639999","143688.4090909091","0.10155456604954159","-2.6551735857270113","74691","640.7","2.9985557788622557","-30.061987340349827","198463.05172413794","-0.674366328191599","21.8780641730021","0.8579299488390469","20.774153269861074","12.20665499124344","-6.8072727272727205","-1.7267910909262012","-4.683452227511134","27.96085480327544","34.557440201472204","5"
Varroc Engineering Ltd,VARROC,"Auto Parts","8523.953256","86101.77272727272","4.8782780336497655","15.265423180581749","23525","557.9","7.77527924646248","-76.13927966488492","148167.37931034484","0","-6.916764549272216","-0.44610992148465384","24.520523391288783","-16.588173731030878","11.113324039036039","-1.0524247627346022","-37.48505221758656","20.75757575757575","7.256028595651975","1"
Cello World Ltd,CELLO,"FMCG - Household Products","8511.80478519","204349.86363636365","-10.174825174825171","-32.03238375983708","82957","385.35","-7.277823962012457","1.9465916212994483","339702.4827586207","-4.698899468282428","-25.4766891016476","-1.1669658886893959","74.85402880498246","-35.14809828340626","-36.18448290138279","-5.75132423101703","-35.69025396136314","0.7319304666056681",,"5"
Time Technoplast Ltd,TIMETECHNO,"Plastic Products","8489.541248042","2952802.590909091","-11.628384975078372","-1.9979690712783071","543353","171.98","-8.731383762265658","-75.82491166030573","2679224.4137931033","-2.284090909090915","-7.081579830294203","-0.4111413515548138","44.87149668566113","-16.752989012052865","-6.150068212824016","-3.3365156718255173","-79.51315980476622","11.67532467532466","33.34095347944101","1"
India Shelter Finance Corporation Ltd,INDIASHLTR,"Home Financing","8482.518094525","102685.81818181818","-2.6954514257191016","-6.2729439371446984","46818","779.75","0.2015497870936125","-83.85485995682491","130498.05172413793","-5.986255124186156","-3.2640530781788115","0.12198253723678038","29.753126001923704","-12.935462259937474","-10.425043078690408","-7.038679886920758","-17.708681208584537","19.373851806491118",,"5"
BHARAT Bond ETF-April 2030-Growth,EBBETF0430,"Debt","8469.70691049","14174.454545454546","-0.40162173841206494","7.503962350181549","9429","1567.3","2.4953794744006492","-77.2070199187778","21791.94827586207","-0.32814825178383433","10.275431288582626","-0.010845502625254248","2.8794742550883656","0.6040221068239641","3.3518632086358404","-1.3805730145184365","2.7907990842690507","27.215909090909097","6.251723281448474","0"
Banco Products (India) Ltd,BANCOINDIA,"Auto Parts","8448.4981245","153084.63636363635","-4.1930251419302556","18.90826778347303","72574","590.65","-1.2960239291175415","-47.00306703665839","200884.8448275862","-0.7310924369747938","-14.022150665796403","0.016933367200071586","48.954541606704474","-23.693559847555065","14.75616864192732","-1.783517199709396","-31.64487812229213","17.659362549800782","51.19721868153313","2"
Tips Music Ltd,TIPSMUSIC,"Movies & TV Serials","8427.9367287","834981.0909090909","12.508532423208184","7.143585511927647","268575","659.3","15.405533636020898","41.39470483871817","397095.5689655172","3.5495523794565584","41.1239064402573","1.1739430675976332","8.903382375246483","31.452497258498642","2.991486370381938","2.497127616721956","77.48575884537608","37.02587550659877","50.99077637448932","1"
Powergrid Infrastructure Investment Trust,PGINVIT,"Power Transmission & Distribution","8371.99264","1939177.1363636365","-1.6042780748663101","15.129179961811083","2238479","92","1.292723137946404","67.24500034741861","1807184.5689655172","-1.075268817204301","5.986317054455483","-2.7689706193193873","6.728260869565217","-3.6850921273031787","10.977080820265373","-2.127693579938903","-21.749342457593585","12.883435582822077","-3.8612542750457113","100"
Bharat Bond ETF - April 2023,EBBETF0423,"Debt","8369.700871194","6863",,"8.934807810205179","6863","1230.39",,"0","6863",,"12.961368886258331","0",,"3.2899597044996685","4.782708668659469",,"0",,"1.7308905343917713","0"
V2 Retail Ltd,V2RETAIL,"Retail - Apparel","8287.4822364","1463546.7727272727","17.100314287186357","23.993913009196643","842703","227.28","19.997315499999072","-77.12325788405956","1176350.7068965517","4.018306636155607","4.704023331281996","0.5530239348759014","12.81678986272441","-4.967385850476666","19.841813867650934","2.9658818734210053","-41.268381007738164","43.340060544904134","82.26217788981249","1"
Tejas Networks Ltd,TEJASNET,"Telecom Equipments","8280.87738456","7235558.5","10.78384798099762","-31.392400582058496","4397061","466.4","13.680849193810335","-5.125646898393933","15496866.327586208","-0.3418803418803467","1.1941721330930335","0.7996542035876354","62.843053173241856","-8.477237048665629","-35.544499723604204","-1.3943051046149488","-63.788097839133926","58.63945578231291","21.423961686928706","10"
Manorama Industries Ltd,MANORAMA,"Packaged Foods & Meats","8277.3935139","211341.63636363635","-1.5761448349307807","4.52134327708002","95098","1386.3","1.3208563778819333","-73.29525510447644","143144.24137931035","-1.006855184233086","12.772703246908153","1.0864809683534973","26.956647190362837","3.1012940651494905","0.3692441355343114","-2.0592799469676883","-0.5344685123785418","30.709032623043562",,"2"
Quality Power Electrical Equipments Ltd,QPOWER,"Power Trading & Consultancy","8274.127644","1179081.3181818181","-11.044502726780722","199.65756173316515","304189","1068.4","-8.147501513968008","-66.40369594797575","1183907.4310344828","-13.074607436335516","43.38855561479997","4.992138364779882","34.87457880943465","33.71714643304131","195.50546259161945","-14.127032199070118","-9.64745788890572","197.52158173210805",,"10"
BHARAT Bond ETF-April 2032,BBETF0432,"Debt","8252.305331877","2198.1363636363635","-0.8241109579337941","5.9868467268896115","1668","1302.11","2.07289025487892","-4.3577981651376145","4400.362068965517","-1.221353198655763","9.19903684840749","-0.45411108138068534","3.43903356859252","-0.4723723333511732","1.8347475853439024","-2.2737779613903655","65.64051638530287","3.154584128845195",,"0"
Tata Teleservices (Maharashtra) Ltd,TTML,"Telecom Services","8234.155586124001","5020416.2727272725","-7.0198675496688745","-23.514052326769594","1281509","42.12","-4.122866336856161","-35.93896373316004","5501058.1034482755","1.4939759036144518","-8.510409000059521","0.11884953648680094","92.59259259259261","-18.181818181818183","-27.666151468315302","0.4415511408798496","-29.77444136412532","34.91351697629723","27.399853131788056","10"
SKF India Ltd,SKFINDIA,"Industrial Machinery","8180.9941172399995","32787.27272727273","-1.8621753054204775","-17.95809883072123","9485","1654.8","1.0348259073922366","-77.03945775841201","59340.44827586207","-1.5761613037530482","-6.959151551779559","0.363901018922853","40.81036983321249","-16.63056073353822","-22.11019797226694","-2.6285860664876504","-86.35585540227571","17.863247863247867","8.656390334685904","10"
Fujiyama Power Systems Ltd,UTLSOLAR,"Renewable Energy Equipment & Services","8169.72490444","885802.4545454546","3.1263316933328142","31.86271130811642","238074","266.2","6.023332906145528","-35.441060823819726","571157.8793103448","-2.2401762761660016","37.382021348329374","-1.4621506570423797","17.580766341096933","27.710612166570712","27.710612166570712","-3.292601038900604","1.5275574433242924","54.76744186046511",,"1"
